,Restaurant_name,review_title,review_content,review_rating
1314,The Ledbury,Number 10 in the world,Great value for lunch and an opportunity to try one of the top restaurants in the world.  A refined and peaceful atmosphere which goes well with the excellent cuisine,5
1315,The Ledbury,Inflexible but kids friendly,"Before lunch, we visited a friend in the Notting Hill neighbourhood who wanted to join us.  But the Ledbury was not able to add one more to our reservation for 4. Maitre'd was not the particularly friendly type.  So we went ahead just the four...More",3
1316,The Ledbury,Exceptional Food,"As with most Michelin starred restaurants, the service was very good. Professional, friendly, and prompt without being overbearing. But the true standout of the evening was the food; a fantastic tasting menu with great wine pairings. In my opinion, the food alone is worthy of...More",5
1317,The Ledbury,Fantastic tasting menu with superb service,The tasting menu was simply spectacular.  The service was impeccable and friendly.  We had a fantastic meal--no one rushed us along--this place doesn't care about turning tables.  It was a wonderful evening for us.,5
1318,The Ledbury,A professional kitchen.,"As you may have realised if you have been reading my blog for a while, I have been to the Ledbury maybe 6-7 times. I always find it to be a very surprising experience. Usually in the form of a little unexpected but altogether very...More",5
1319,The Ledbury,Fantastic overall dining experience,"The Ledbury has it all together... excellent cuisine, superb service, and a really pleasant dining room. If you get a chance to take the kitchen tour downstairs, do so as it's interesting to see how it all comes together. Mr. Darren McHugh (General Manager) does...More",5
1320,The Ledbury,Great meal and great service,"Hand an opportunity to dine at The Ledbury few years back for a lunch meeting, and I must say the food was great and so was the service.",4
1321,The Ledbury,"Food 9/10, atmosphere 9/10, service 9/10","I couldn't give it all 10's! There must be something better out there somewhere. But this is very near to the best restaurant I have ever eaten in. It competes easily with Asta in Boston, L'Espalier in Boston, e in Vegas, Pierre Gagnier's Paris restaurant,...More",5
1322,The Ledbury,Ammmmm,"Love this place , can't wait to get back there again , the food is great , service is lovely .I can't wait to get back , and try something new .",4
1323,The Ledbury,Best ever lunch,"Once again the Ledbury experience showed that what we have been advocating for some time is right on the ball. In France this restaurant would unquestionably have three stars, so why not in England? The food is outstanding, creatively and technique-wise, the front of house...More",5
1324,The Ledbury,Magical Experience,Our group of five received a warm welcome from attentive and knowledgable staff. We chose the à la carte menu and each course was delicious and beautifully presented. We were introduced to the Chef ( a fellow Novocastrian) at the end of our lunch and...More,5
1325,The Ledbury,A must do at least once in your lifetime.,My husband and I had one of the greatest dining experiences of our lives. We showed up in jeans and simple clothing and were still treated amazingly by staff. Food and atmosphere was unpretentious and delicious. We paid $425 USD (included 12% automatically added gratuity...More,5
1326,The Ledbury,London's Best,"Quite simply the finest dining experience I've had.  Amazing detail in the food, service staff at the top of their game, lovely light dining room.  Can't wait to get back.",5
1327,The Ledbury,Must go if you want Fine Dining in London,"Currently ranked #10 resturant in the world, if you can get reservations and you are in London it is a must see. Superb food & service. Classy without being overly stuffy. Fun & inventive menu.",5
1328,The Ledbury,Amazing,"World class food and service, an amazing sommelier, a classic interior, all perfectly combined to create a fantastic anniversary evening! Thank you all at The Ledbury",5
1329,The Ledbury,Knew what we wanted before we did,"Oh, Ledbury, your divineness knows no bounds! What more can I possibly add to the previous reviews singing your praises? One reviewer perfectly described the food as 'rightness.' All the flavours are fresh and unique and it's just fun to eat- the mackerel is superb....More",5
1330,The Ledbury,"Super expensive, but worth it","If you REALLY want to splurge on superb foo and service, this is the place to do it. Be prepared to book weeks or even months in advance.",5
1331,The Ledbury,Superb experience,"Recommended by friends and we were very happy with the experience.

We made reservation for Fri evening to try the Tasting menu and we made reservation about 1.5 months in advance.

The restaurant is located around 10mins walk from Notting Hill Gate station. 

The restaurant...More",5
1332,The Ledbury,The most disappointing dining experience of my adult life,"I took my wife and sister in law to the Ledbury for Friday night dinner, we dressed up and we looked forward to fine dining. This was not fine dining. The service was awful, all the staff were Eastern Europeans who struggled to grasp the...More",1
1333,The Ledbury,The Set-Lunch.,"I'm always a little worried that when you order a set-lunch in high-end places that you might not get to experience the restaurant working at it's peak of performance, but from the first exquisite hors doeuvre to the last little suprise of the petit four...More",5
1334,The Ledbury,Perfect lunch,The Ledbury is a famous 2 starred Michelin restaurant located in Notting hill. It is also among the top 50 restaurants in the world(this year #10). Online reservation done 1 month ago in HK as we know only limited seating provided by this small cozy...More,5
